,operand1,operand2,result,target
5526,55,83,2819052916003522562527796586059110964114927495706492240173677758975501222916104939502031181404144766547946454604556265621795319020748138427734375,pow
5527,21,38,175522663228862486625127968549968702993144556569961,pow
5528,66,62,64822235394223003964717115422578340686722068433353765885666028010571936930780658873083074263078387108646282592256,pow
5529,53,15,73137151889028619724488157,pow
5530,35,80,3353077164822748841188787625923370388228499573110866243697217455549154293219967491214428267909397618495859205722808837890625,pow
5531,81,12,79766443076872509863361,pow
5532,30,2,900,pow
5533,94,33,129783406392333111878331933799345092470841483829096637954139357184,pow
5534,84,10,17490122876598091776,pow
5535,75,2,5625,pow
5536,99,68,5048858887870699519058238006143033674169986629045355552459929753679480996630519491902241643176369509077253751637938942638784108406773201,pow
5537,98,11,8007313507497959524352,pow
5538,68,91,57320643366053440461514828957306891551175506768488609005892768926601045290859535537413836488281285588062026527585789368761244050222081361476225283269988904073200402432,pow
5539,71,1,71,pow
5540,96,80,381679331735363428835846370550776822419124838390000957031986744866468942475602925069671162430805011777407784271781596964068259126677943771211245147045784190976,pow
5541,72,91,10405361555223544095841910474719037472505796043350531439207803282092179592785425177269473120393514514482553552447753935437362320884980331453829067651911140869861516771328,pow
5542,24,25,32009658644406818986777955348250624,pow
5543,67,74,1347520558875809518020714687459334468701609814046400216866638890953161084682703804887803392381134564345196405381223405248186435961119529,pow
5544,18,38,501597304410594428739556550045321223614364647424,pow
5545,40,78,91343852333181432387730302044767688728495783936000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5546,93,5,6956883693,pow
5547,56,31,1562531701075863192779448904272185314811647640213651456,pow
5548,89,58,116043384108992827740028751887014838359762295324304309846560830684771244448679381349977355523530178878258363660081,pow
5549,26,10,141167095653376,pow
5550,39,68,1557375283165270034418170034963869604080745545007217344629738994990958788186543854918814032684097081378618081,pow
5551,14,37,2551157786410604821449163217266219579080704,pow
5552,7,31,157775382034845806615042743,pow
5553,43,76,13918826587013296377661277281757429362464031557875154520097399904523479491050888056880417933387087880720005328060913911197201,pow
5554,3,78,16423203268260658146231467800709255289,pow
5555,53,90,153048213336953859720094772357635008926731558705215966009155823514183865285976564912392030146044154304337030695778639213019823761785409996423965276046727449,pow
5556,64,12,4722366482869645213696,pow
5557,3,100,515377520732011331036461129765621272702107522001,pow
5558,84,23,181310760453551849876100900646039611091451904,pow
5559,36,23,623673825204293256669089197883129856,pow
5560,48,39,370175999469438852037500553346201751380157764742896248712343846912,pow
5561,11,14,379749833583241,pow
5562,54,83,614726683944767602381849849744947078991290469530029156461004060084896322003443961430376242947675060564163875509422231542981512238225873241636864,pow
5563,100,60,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5564,100,35,10000000000000000000000000000000000000000000000000000000000000000000000,pow
5565,94,6,689869781056,pow
5566,45,48,22604799600628461883199906745781981352970349238518110723816789686679840087890625,pow
5567,46,7,435817657216,pow
5568,28,52,1787383027988360473982812052191328276130059755787807872687032756955267465216,pow
5569,70,63,174251498233690814305510551794710260107945042018748343000000000000000000000000000000000000000000000000000000000000000,pow
5570,81,60,3229246017998554007515224836513361914702373052027101855019452571777443225693460738647242589141914189510779823172801,pow
5571,79,18,14364405059580771582276370834385761,pow
5572,63,67,3595976238925354327853618554727387324924728464511435503476858487046256493422284862798108035662894837577506074728473419967,pow
5573,56,74,2322276879929137930804861325903464588529546694055476697634132740136110173604726861127320675768112257292267053077433401807361540096,pow
5574,69,41,2470658499098922042475617409192285433067939556380902322915037637678266264869,pow
5575,33,84,35906324357811432983835510485410216480190897616731123104932324864582947382402655361077065845208720508790429280946504247030088321,pow
5576,35,5,52521875,pow
5577,4,9,262144,pow
5578,60,60,48873677980689257489322752273774603865660850176000000000000000000000000000000000000000000000000000000000000,pow
5579,34,51,1274749261837792640430608815847731493665404519875420642335013586759229357686784,pow
5580,55,4,9150625,pow
5581,96,70,5740983686309928151603252971663581289400722466869310711137727054149897095796090293339016365739973382824595542625046778094631373228291915776,pow
5582,35,70,1215522786132138187221252269414065116036408401525305685648214323543205017674750934020266868174076080322265625,pow
5583,45,101,94289621266793848694096320012199761041022814726349889332543715058143870788665105419846305548649717218869370210555060588737447298257610128757733036763966083526611328125,pow
5584,96,18,479603335372621236652373132533825536,pow
5585,18,59,115100656598408187153223854958885295274182889886427163950497345364538949632,pow
5586,67,10,1822837804551761449,pow
5587,50,90,807793566946316088741610050849573099185363389551639556884765625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5588,20,19,5242880000000000000000000,pow
5589,18,39,9028751479390699717312017900815782025058563653632,pow
5590,27,18,58149737003040059690390169,pow
5591,71,66,152423179088090119235308946388630531981176793314319417040541195460525963917811200381663987711257113472042512067882714995121,pow
5592,28,72,156811625474083119473503635705919098161400131481861974194857746287538302337159562725023543823616616431616,pow
5593,31,1,31,pow
5594,30,94,7069650490151047064972031958376149145433573690000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
5595,76,2,5776,pow
5596,5,48,3552713678800500929355621337890625,pow
5597,10,69,1000000000000000000000000000000000000000000000000000000000000000000000,pow
5598,8,67,3213876088517980551083924184682325205044405987565585670602752,pow
5599,60,31,13264435183244001473986560000000000000000000000000000000,pow
5600,2,41,2199023255552,pow
5601,21,82,2642300264148945289240992304574336869420421935845855344558683504505345978788044868592806340116040114082610041,pow
5602,23,97,1223489069315611029324530006292410144816891563557275309162241161274137690354181914371035599841978039305784218967654089821609289268503,pow
5603,46,95,91620785272366026034825046363295809211210731636716337708432258426486093734701106105590682181726939213652683874344816096906910395829862835253740422203782987776,pow
5604,27,14,109418989131512359209,pow
5605,97,6,832972004929,pow
5606,8,84,7237005577332262213973186563042994240829374041602535252466099000494570602496,pow
5607,95,84,13451875657683515689114197933607602922573092225546286287698938540432532944656567519323355470955499630790493904252087825832427149530534649102264665998518466949462890625,pow
5608,48,40,17768447974533064897800026560617684066247572707659019938192504651776,pow
5609,101,18,1196147475686664860781049986817531801,pow
5610,63,52,3678820277112369941752406492055617750524857276435745204835851439221618493114067416732445889281,pow
5611,13,88,106417978041190602791946491060293881007083613449188338481130625710173112177685960349236066114669921,pow
5612,48,58,32508113529132667733841675308447736987415993203335392905947822423359768664301532812042156789202944,pow
5613,101,14,11494742132376223120464911401,pow
5614,56,93,3814929455950005840764886035826268516386827117046067776641657841255482142367375019370263583300326385095456079767762548857363615334678870078214417836673576065826816,pow
5615,95,82,1490512538247480962782736613142116667321118252138092663456946098662884536804051802695108639441052590669306803795245188457886664767926276908838190138339996337890625,pow
5616,101,99,2678033494476758508185341297829238449186077606713864135534852523878318330996771563801441598363113456409263875004787765032797220611552796316638577448808416388296810715999386219563695959264034497519901,pow
5617,97,4,88529281,pow
5618,82,60,6742658170806509303021454366886385796887579888578870565814052108896915981570621806529717014762471966571392848101376,pow
5619,99,65,5203405226503067115454347583727318768925853400905654393604373243381144365428099474391132674749092299463622812800939651219659206499,pow
5620,36,83,1489730000211129651147493084736749638502392068134649444902561962993580949614918413752323655662367525918576816058685398066665619456,pow
5621,66,97,313156728609816377297920740775774369064182881078767337471929091262896816866744312092278811869540487109161991543441363055237052711473607976113226958157798347209443303889521606656,pow
5622,16,51,25711008708143844408671393477458601640355247900524685364822016,pow
5623,13,92,3039403870834444806340783731173053535443315083722268135359571800908254256906888713534531284301087613681,pow
5624,66,4,18974736,pow
5625,10,40,10000000000000000000000000000000000000000,pow
5626,98,4,92236816,pow
5627,99,26,7700431458051553042886520966464507199573692403247401,pow
5628,9,5,59049,pow
5629,24,53,14164322640050739813527615873101833956776014430996525822459444296966733824,pow
5630,13,55,18487763498758903017821863604872883745551547783010632046513957,pow
5631,68,20,4468669689581414651264794540298469376,pow
5632,30,90,8727963568087712425891397479476727340041449000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,pow
